pair_id,group,date,com_signed,com_abs,foc_signed,foc_abs,last_k_mass,cam_peak_idx,cam_peak_value
0,event,2024-12-11T00:00:00.000000000,-10.800155522793066,10.837464856294073,0.07461866700183312,2.5754559717968237,0.3400584821749066,12,1.0
0,control,2025-01-21T00:00:00.000000000,-7.0801605599792286,11.502286648914284,1.6795332292357952,2.3336955414273506,0.364754662497582,18,1.0
1,event,2025-03-27T00:00:00.000000000,-2.1445926680087686,10.157247780959969,3.2228008874040275,3.2228008874040275,0.2285149077106313,4,1.0
1,control,2025-03-21T00:00:00.000000000,-4.962066097578577,11.795530551892465,1.8899446859487217,3.096481139988077,0.38731433878955046,18,1.0
2,event,2025-11-20T00:00:00.000000000,-5.375227585667132,11.184675497375455,2.193868406782509,2.580091452175996,0.45830107132674286,17,1.0
2,control,2024-11-06T00:00:00.000000000,0.6293110995350122,11.421955152529051,2.7488782735905044,2.7488782735905044,0.29860082444916847,10,1.0
3,event,2026-02-27T00:00:00.000000000,-0.18593351112863907,8.193350893557424,3.257891010863298,3.257891010863298,0.17877059050809488,4,1.0
3,control,2025-01-21T00:00:00.000000000,-7.0801605599792286,11.502286648914284,1.6795332292357952,2.3336955414273506,0.364754662497582,18,1.0
