metric_name,label_name,auc,ci_low,ci_high,reference_mode,ref_id
raw_dtw_norm,tail_event,0.6337601078167115,0.48495367061780725,0.7649587535866444,fixed,0
dtdw_norm,tail_event,0.7850404312668464,0.7003716264521894,0.852983696592285,fixed,0
emb_dtw_norm,tail_event,0.14083557951482478,0.06897231276460228,0.22390552995391705,fixed,0
emb_cam_dtw_norm,tail_event,0.14690026954177898,0.07088019665344142,0.2430024647582807,fixed,0
